DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY			SEQUENCE	CHANGE
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	17p13.3	17	3000998	NR	RAP1GAP2			ENSG00000132359			rs12938141-?	rs12938141	0	12938141	intron_variant	0	NR	5E-7	6.301029995663981		0.77756035	[0.70-0.86]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	6p25.2	6	2634705	NR	LINC02521			ENSG00000228718			rs6938753-?	rs6938753	0	6938753	non_coding_transcript_exon_variant	0	NR	1E-6	6		0.8705196	[0.82-0.92]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA				NR							chr7:41400313-?	chr7:41400313	0			1	NR	3E-6	5.522878745280337		0.8813266	[0.84-0.93]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	7q11.22	7	70935714	NR	AUTS2 - GALNT17	ENSG00000158321	ENSG00000185274		142208	196430	rs4717568-?	rs4717568	0	4717568	regulatory_region_variant	1	NR	1E-7	7		0.88204163	[0.84-0.92]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	9q33.1	9	116142133	NR	LINC00474 - PAPPA	ENSG00000204148	ENSG00000182752		216926	11658	rs204517-?	rs204517	0	204517	intergenic_variant	1	NR	3E-6	5.522878745280337		0.8883291	[0.85-0.93]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	10p15.2	10	3554755	NR	LINC02669 - KLF6	ENSG00000233321	ENSG00000067082		51840	221241	rs11251942-?	rs11251942	0	11251942	intron_variant	1	NR	5E-7	6.301029995663981		1.1186024	[1.07-1.17]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	10p14	10	7272478	NR	SFMBT2			ENSG00000198879			rs7082321-?	rs7082321	0	7082321	intron_variant	0	NR	1E-6	6		1.1424168	[1.08-1.21]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	5p13.3	5	32017440	NR	PDZD2			ENSG00000133401			rs11289719-?	rs11289719	0	11289719	intron_variant	0	NR	3E-6	5.522878745280337		1.1424453	[1.08-1.21]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	15q25.1	15	80763524	NR	ABHD17C - CEMIP	ENSG00000136379	ENSG00000103888		7903	15819	rs149479659-?	rs149479659	0	149479659	intergenic_variant	1	NR	2E-6	5.698970004336019		1.1531807	[1.09-1.22]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA				NR							chr12:27965596-?	chr12:27965596	0			1	NR	4E-6	5.3979400086720375		1.1574948	[1.09-1.23]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	4q28.3	4	136496076	NR	TERF1P3 - LINC02511	ENSG00000249311	ENSG00000248869		139740	299843	rs12505589-?	rs12505589	0	12505589	intergenic_variant	1	NR	4E-6	5.3979400086720375		1.1673031	[1.09-1.25]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor positive breast cancer	"4,116 European ancestry cases, 60,055 European ancestry controls"	NA	6q27	6	167818409	NR	LINC01558 - AFDN-DT	ENSG00000146521	ENSG00000198221		21537	3694	rs587150-?	rs587150	0	587150	intron_variant	1	NR	1E-6	6		1.2127603	[1.12-1.31]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007475	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	20q13.13	20	50148998	NR	"PEDS1-UBE2V1, PEDS1"			"ENSG00000124208, ENSG00000240849"			rs111410779-?	rs111410779	0	111410779	intron_variant	0	NR	2E-6	5.698970004336019		0.7558102	[0.67-0.85]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	1q32.3	1	214187549	NR	LINC02775			ENSG00000283518			rs1223809-?	rs1223809	0	1223809	non_coding_transcript_exon_variant	0	NR	6E-7	6.221848749616356		0.77497697	[0.70-0.86]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	15q26.1	15	89326435	NR	POLG			ENSG00000140521			rs2074885-?	rs2074885	0	2074885	intron_variant	0	NR	1E-6	6		0.8028575	[0.73-0.88]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	14q11.2	14	22010722	NR	TRAV19 - TRAV20	ENSG00000211799	ENSG00000211800		2541	29872	rs11846015-?	rs11846015	0	11846015	intergenic_variant	1	NR	3E-6	5.522878745280337		0.8028945	[0.73-0.88]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	Xp21.1	X	31787910	NR	DMD			ENSG00000198947			rs6628643-?	rs6628643	0	6628643	intron_variant	0	NR	2E-6	5.698970004336019		0.83806884	[0.78-0.90]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	21q21.1	21	18948980	NR	PPIAP22 - SLC6A6P1	ENSG00000198618	ENSG00000226818		90704	295563	rs2825231-?	rs2825231	0	2825231	intergenic_variant	1	NR	2E-6	5.698970004336019		0.8523688	[0.80-0.91]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	9p21.2	9	27382087	NR	MOB3B			ENSG00000120162			rs6475992-?	rs6475992	0	6475992	intron_variant	0	NR	2E-6	5.698970004336019		0.852871	[0.80-0.91]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	2p25.3	2	2250596	NR	MYT1L			ENSG00000186487			rs1895136-?	rs1895136	0	1895136	intron_variant	0	NR	2E-6	5.698970004336019		0.86301345	[0.81-0.92]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	2p12	2	77712387	NR	LRRTM4 - RPL38P2	ENSG00000176204	ENSG00000237077		119068	75995	rs1809591-?	rs1809591	0	1809591	intron_variant	1	NR	2E-6	5.698970004336019		1.1678296	[1.10-1.25]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	7p15.2	7	27406338	NR	HNRNPA1P73 - EIF4HP1	ENSG00000236569	ENSG00000233830		76804	51825	rs67918676-?	rs67918676	1	11454681	intron_variant	1	NR	1E-7	7		1.274184	[1.16-1.39]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	2q24.1	2	158326236	NR	CCDC148			ENSG00000153237			rs12617237-?	rs12617237	0	12617237	intron_variant	0	NR	2E-6	5.698970004336019		1.3453282	[1.19-1.52]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	5q31.1	5	133397775	NR	FSTL4			ENSG00000053108			rs28716841-?	rs28716841	0	28716841	intron_variant	0	NR	3E-6	5.522878745280337		1.3696141	[1.20-1.56]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	10p11.23	10	29793048	NR	SVIL - JCAD	ENSG00000197321	ENSG00000165757		56089	219755	rs72804888-?	rs72804888	0	72804888	intergenic_variant	1	NR	8E-7	6.096910013008056		1.5575172	[1.31-1.86]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	16p12.2	16	22796100	NR	LINC02890 - HS3ST2	ENSG00000260905	ENSG00000122254		182617	18062	rs35557655-?	rs35557655	0	35557655	intergenic_variant	1	NR	8E-7	6.096910013008056		1.6119925	[1.33-1.95]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	4p15.32	4	16585051	NR	LDB2			ENSG00000169744			rs111896170-?	rs111896170	0	111896170	intron_variant	0	NR	1E-6	6		1.7095189	[1.38-2.12]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	1q31.3	1	193939892	NR	RPL23AP22 - EEF1A1P14	ENSG00000237213	ENSG00000233057		182625	249075	rs79991130-?	rs79991130	0	79991130	intron_variant	1	NR	3E-6	5.522878745280337		1.7924654	[1.41-2.29]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	4p14	4	36239381	NR	ARAP2			ENSG00000047365			rs139805484-?	rs139805484	0	139805484	intron_variant	0	NR	2E-6	5.698970004336019		1.8205888	[1.42-2.34]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
3/28/2019	30787463	Escala-Garcia M	2/21/2019	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/30787463	Genome-wide association study of germline variants and breast cancer-specific mortality.	Breast cancer specific mortality in estrogen receptor negative breast cancer	"2,125 European ancestry cases, 14,047 European ancestry controls"	NA	5q33.1	5	152723754	NR	LINC01470			ENSG00000249484			rs147254607-?	rs147254607	0	147254607	non_coding_transcript_exon_variant	0	NR	5E-7	6.301029995663981		1.9110351	[1.48-2.46]	"Affymetrix, Illumina [~ 10400000] (imputed)"	N	mortality	http://www.ebi.ac.uk/efo/EFO_0004352	GCST007476	Genome-wide genotyping array				
